,Sentence,Tags,Extracted Sentences,Extracted Tags
332,lilly tummy has red patches and she looks like shes getting a rash. I cant tell how painful or itchy it is for her. Her moods been pretty ok so it doesn’t seem bad,skin rash,"['her moods been pretty ok', 'red patches', 'lilly tummy has red patches', 'it doesn’t seem bad', 'a rash.', 'her moods been pretty ok so it doesn’t seem bad', 'lilly tummy']","{'mood change': 0.8571891188621521, 'skin rash': 0.6304982900619507, 'bleeding': 0.3961266875267029, 'body pain': 0.37401676177978516, 'appetite change': 0.10183753073215485, 'dilated pupils': 0.10022937506437302}"
150,I cant describe exactly how it felt but it felt like my muscles were totally spasming. Kind of like a cramp but much more intense than usual,body pain,"['it felt like my muscles were totally spasming.', 'muscles were totally spasming.']","{'body pain': 0.5958313345909119, 'poor coordination': 0.17708013951778412}"
127,"I have pain in my cheek, eyes, neck and swelling and pain in the shoulder on that side because of sinus infection.",body pain,"['pain in my cheek, eyes, neck and swelling', 'pain', 'sinus infection.', 'pain in the shoulder on that side because of sinus infection.']","{'body pain': 0.8099294900894165, 'sore throat': 0.3186609148979187, 'headache': 0.24186654388904572}"
14,I became very ill after taking Vicodin on an empty stomach. I had severe nausea as well as hot flashes and I felt weak as if I would faint.,,"['hot flashes', 'nausea', 'i had severe nausea', 'i had severe nausea as well as hot flashes', 'severe nausea', 'severe nausea as well as hot flashes']","{'vomiting': 0.5494722723960876, 'mood change': 0.3647240102291107, 'body pain': 0.3439970910549164, 'hiccups': 0.18617790937423706, 'fever': 0.16812562942504883}"
312,I felt like I could feel my heart in my mouth this afternoon. I don’t know why it started or where it came from,racing heart,"['in my mouth', 'my heart in my mouth this afternoon.', 'heart in my mouth', 'i could feel my heart in my mouth this afternoon.', 'my heart in my mouth']","{'racing heart': 0.43924593925476074, 'body pain': 0.23905031383037567, 'poor coordination': 0.19654196500778198, 'mood change': 0.15301886200904846}"
126, my left eye feels puffy and I get lightheaded and anxious.,"anxiety, dizziness","['lightheaded and anxious.', 'my left eye feels puffy and i get lightheaded and anxious.', 'my left eye feels puffy']","{'dilated pupils': 0.6263414621353149, 'dizziness': 0.24631796777248383, 'anxiety': 0.1862298995256424, 'mood change': 0.1255585253238678, 'fatigue': 0.11357496678829193, 'body pain': 0.10130590945482254}"
197,sophies mood has been so unpredictable all day. The slightest thing can make her cry,mood change,"['sophies mood has been so unpredictable', 'sophies mood has been so unpredictable all day.', 'mood has been so unpredictable all day. the slightest thing can make her cry', 'the slightest thing can make her cry', 'so unpredictable']","{'mood change': 0.8114396929740906, 'hiccups': 0.33776524662971497, 'poor coordination': 0.31961801648139954}"
18,"I fed my husband tilapia which was breaded and fried. He said it wasn't bad. No odor while cooking.
Three hours later, he was vomiting profusely. His stomach is cramping and he said he is vomiting yellow bile, his throat feels like something is stuck in it. He said he feels so sick.",vomiting,"['his stomach is cramping', 'no odor while cooking.', 'he was vomiting profusely.', 'no odor', 'profusely.', 'vomiting profusely.']","{'body pain': 0.9236778616905212, 'vomiting': 0.8725976943969727, 'bleeding': 0.24157609045505524, 'lack of concentration': 0.21700419485569, 'poor coordination': 0.15237146615982056, 'mood change': 0.12445244193077087, 'hiccups': 0.11053735017776489, 'dilated pupils': 0.10001858323812485}"
440,Lots of headaches today. My poor kid's head was hurting on and off all day. Luckily the headaches weren't too severe. They've had much worse before.,headache,"[""they've had much worse before."", ""luckily the headaches weren't too severe."", ""they've had much worse"", 'worse']","{'headache': 0.5934064388275146, 'hiccups': 0.2475922554731369, 'body pain': 0.1341945379972458, 'mood change': 0.11387500911951065}"
240,I’m not going into a deep sleep and my sleep is highly disturbed. I’m so frustrated and just feel hopeless.,lack of sleep,"['not going into a deep sleep', 'frustrated', 'sleep is highly disturbed.', 'frustrated and just feel hopeless.', 'hopeless.']","{'fatigue': 0.6063076853752136, 'lack of sleep': 0.5003601908683777, 'lack of concentration': 0.2108796238899231, 'mood change': 0.2010798305273056, 'hiccups': 0.14256499707698822, 'poor coordination': 0.11626004427671432}"
116,"I got a pressure around my eyes, dizziness, lightheadedness and pressure in my ears","dizziness, body pain","['dizziness, lightheadedness and pressure in my ears', 'dizziness,', 'pressure in my ears', 'pressure around my eyes,']","{'dizziness': 0.637910783290863, 'hiccups': 0.3596517741680145, 'headache': 0.25548604130744934, 'congestion': 0.17893171310424805, 'dilated pupils': 0.15369479358196259, 'lack of concentration': 0.1123487800359726, 'fatigue': 0.10726379603147507}"
37,I wasn't feeling too sick or anything but when I checked my termperature I saw I had a fever of 100,fever,"['a fever', 'when i checked my termperature', 'a fever of 100', '100', 'fever of 100']","{'fever': 0.5646259188652039, 'racing heart': 0.3240244686603546, 'mood change': 0.19581390917301178, 'hiccups': 0.1031351089477539}"
346,this morning lilly cut her finger and it wasn’t even that deep but there was so much blood I was surprised,bleeding,"['blood', 'there was so much blood', 'lilly cut her finger']",{'bleeding': 0.8739298582077026}
269,laura started to feel weird tightness in her chest after lunch. Im a bit concerned and if it gets any worse we're going to the doctor,,"[""we're going to the doctor"", 'a bit concerned', 'if it gets any worse', 'tightness', 'concerned', 'weird tightness in her chest after lunch. im a bit concerned', 'laura started to feel weird tightness in her chest after lunch.', ""if it gets any worse we're going to the doctor"", 'laura started to feel weird tightness in her chest']","{'anxiety': 0.5255017876625061, 'body pain': 0.4390324652194977, 'mood change': 0.2103136032819748, 'hiccups': 0.18217819929122925, 'poor coordination': 0.16345462203025818, 'congestion': 0.13443128764629364, 'cough': 0.10324493795633316}"
264,I think katie developed a sore throat last night because her voice is different and shes eating more slowly,sore throat,"['her voice is different and shes eating more slowly', 'shes eating more slowly', 'sore throat', 'katie developed a sore throat last night', 'sore throat last night because her voice is different and shes eating more slowly', 'katie developed a sore throat', 'her voice is different']","{'appetite change': 0.7137699127197266, 'sore throat': 0.6813392639160156, 'mood change': 0.2657313942909241, 'body pain': 0.24610544741153717, 'hiccups': 0.11996234208345413, 'congestion': 0.11385969817638397, 'poor coordination': 0.10027895122766495}"
52,"today he was just having fun and playing with his friends when he got a headache. his headaches come at all different times of the day, sometimes when he expects them the least",headache,"['his headaches come at all different times of the day,', 'headaches', 'his headaches', 'headache.']","{'headache': 0.552975058555603, 'body pain': 0.38572925329208374, 'hiccups': 0.2008192390203476}"
350,charlies nose bleed is better but hes been coughing quite a bit this evening,cough,"['coughing', 'charlies nose bleed', 'charlies nose bleed is better but hes been coughing', 'charlies nose bleed is better but hes been coughing quite a bit', 'hes been coughing']","{'bleeding': 0.8837299346923828, 'hiccups': 0.46015775203704834, 'cough': 0.3778758943080902, 'sore throat': 0.26676395535469055}"
205,"after lunch today I got this sensation in my chest which felt something like a heartburn. Its hard to describe but it felt like there were needles and a stabbing pain in my
chest ",body pain,"['needles and a stabbing pain', 'it felt like there were needles and a stabbing pain', 'there were needles and a stabbing pain', 'needles and a stabbing pain in my chest', 'after lunch today', 'after lunch', 'there were needles and a stabbing pain in my chest', 'heartburn.', 'it felt like there were needles and a stabbing pain in my chest']","{'body pain': 0.6769192814826965, 'appetite change': 0.40389034152030945, 'bleeding': 0.2931942939758301, 'racing heart': 0.2570822536945343, 'mood change': 0.20004823803901672, 'headache': 0.16307422518730164, 'sore throat': 0.10518026351928711}"
408,"Today was pretty calm. We got up a little early but went out to the park to spend some time outdoors since it's important for a kid's growth you know? I want to make sure they get some fresh air and take some sunshine in, I know I need it. We spent some time but came home a few hours and had a pretty nice lunch. It was around noon when they started feeling really tired. I couldn't tell if it was because we walked around so much and maybe thought we overexerted but they began to completely lose energy and just like I suspected, they had a seizure right then and there.",fatigue,"['they had a seizure', 'it was around noon when they started feeling really tired.', 'they had a seizure right then and there.', 'they began to completely lose energy', 'a seizure']","{'fatigue': 0.5484157800674438, 'dilated pupils': 0.2994973063468933, 'poor coordination': 0.15953469276428223, 'mood change': 0.13879483938217163, 'lack of concentration': 0.12677092850208282, 'hiccups': 0.10813377052545547, 'lack of sleep': 0.10064682364463806}"
275,laylas throat became much worse over the course of the day. I may need to get her stronger medications to help the pain,sore throat,"['laylas throat became much worse', 'laylas throat']",{'sore throat': 0.5377600193023682}
370,the hiccups stopped after I took a medicine but now my throat is just sore,sore throat,"['the hiccups stopped after i took a medicine', 'hiccups stopped after i took a medicine', 'my throat is just sore', 'now my throat is just sore']","{'sore throat': 0.8084896206855774, 'hiccups': 0.75779789686203, 'cough': 0.11340150982141495, 'body pain': 0.11078070849180222}"
68,"today I experience this weird and scary migraine and eye problem. I was playing with my brother, and all of a sudden I realised I could not see from my right eye.",headache,"['my brother,', 'i was playing with my brother,', 'all of a sudden i realised i could not see from my right eye.', 'migraine and eye problem.', 'playing with my brother,', 'weird and scary migraine and eye problem.']","{'headache': 0.7693754434585571, 'mood change': 0.2595594525337219, 'dilated pupils': 0.24458780884742737, 'body pain': 0.21470482647418976, 'lack of concentration': 0.1095009446144104, 'hiccups': 0.10406027734279633}"
189,katie got stressed and threw a tantrum for half an hour when i tried to give her her medicine today ,anxiety,"['katie got stressed and threw a tantrum for half an hour', 'medicine', 'katie got stressed', 'stressed']","{'mood change': 0.597194254398346, 'fatigue': 0.3808659017086029, 'lack of concentration': 0.12839621305465698, 'dilated pupils': 0.11908073723316193, 'anxiety': 0.11878306418657303, 'hiccups': 0.11453013122081757}"
272,charlie has a cold and a sore throat but its pretty mild right now,sore throat,"['charlie has a cold and a sore throat but its pretty mild', 'a cold and a sore throat', 'charlie has a cold and a sore throat', 'charlie']","{'sore throat': 0.7550771832466125, 'body pain': 0.1759021282196045, 'mood change': 0.14087988436222076, 'hiccups': 0.11109821498394012, 'congestion': 0.10738389194011688}"
215,i woke up in the middle of the night because of a nightmare and felt these weird contractions in my chest. They stopped in five minutes though,,"['contractions', 'contractions in my chest.', 'they stopped in five minutes', 'weird contractions']","{'body pain': 0.6038089394569397, 'hiccups': 0.31362292170524597, 'mood change': 0.1689479649066925, 'congestion': 0.1496637612581253, 'poor coordination': 0.12028232961893082}"
291,my fever has subsided so now im just left with a sore throat and cough,"cough, sore throat","['fever', 'fever has subsided', 'my fever has subsided', 'im just left with a sore throat and cough', 'fever has subsided so now im just left with a sore throat and cough', 'sore throat and cough']","{'fever': 0.5315282344818115, 'cough': 0.41956406831741333, 'sore throat': 0.38996249437332153, 'body pain': 0.3614886701107025, 'racing heart': 0.24538499116897583, 'mood change': 0.22012190520763397, 'appetite change': 0.14232945442199707, 'congestion': 0.11424684524536133}"
255,we didn’t go for our daily walk last night so charles had a ton of energy and took forever to fall asleep,lack of sleep,"['charles had a ton of energy and took forever to fall asleep', 'charles had a ton of energy', 'charles']","{'racing heart': 0.3989790081977844, 'mood change': 0.32177674770355225, 'lack of sleep': 0.3025670647621155, 'lack of concentration': 0.16015025973320007, 'hiccups': 0.1041237860918045}"
405,"This morning was fairly relaxed. They were pretty tired so we didn't do too much. Other than that, no other symptoms were really present.",fatigue,['they were pretty tired'],"{'lack of sleep': 0.4844995439052582, 'fatigue': 0.2956739366054535}"
371,"nothing I do is making these hiccups go away, I am so annoyed right now",hiccups,"['nothing i do is making these hiccups go away,', 'nothing i do is making these hiccups', 'hiccups', 'hiccups go away, i am so annoyed', 'annoyed']","{'hiccups': 0.7686313986778259, 'mood change': 0.2777460813522339, 'cough': 0.24828676879405975, 'headache': 0.2026488482952118, 'anxiety': 0.11020214855670929}"
174,she seems stressed everytime I try and teach her how to read. I think its too much cognitive pressure for her and I need to speak to her doctor about this,anxiety,"['too much cognitive pressure', 'stressed everytime i try and teach her how to read.', 'stressed', 'she seems stressed']","{'fatigue': 0.3808659017086029, 'mood change': 0.3541408181190491, 'congestion': 0.1891189068555832, 'hiccups': 0.1651483029127121, 'racing heart': 0.15269604325294495, 'anxiety': 0.1277158409357071}"
85,Today in the morning I experienced some bad runny poop in the bathroom and then I was hoping it would get better after lunch but it just got worse and I was in the bathroom so often,diarrhea,"['it just got worse and i was in the bathroom so often', 'runny poop', 'it just got worse', 'bad runny poop in the bathroom', 'bad runny poop']","{'diarrhea': 0.42818111181259155, 'hiccups': 0.22380252182483673, 'poor coordination': 0.21241305768489838, 'congestion': 0.17061947286128998, 'body pain': 0.12166611850261688, 'mood change': 0.11629940569400787, 'lack of concentration': 0.10346677154302597}"
133,"I have pain in the back lower and upper tooth because of sinus infection. My ear has a little pain, and cracks and pops when I chew.",body pain,"['pain in the back lower and upper tooth because of sinus infection.', 'cracks and pops when i chew.', 'cracks and pops', 'my ear has a little pain, and cracks and pops', 'my ear has a little pain,']","{'hiccups': 0.7208649516105652, 'body pain': 0.6925262808799744, 'headache': 0.2391870617866516, 'congestion': 0.14123663306236267}"
95,I don’t know why I felt so tired today I slept well last night and ive slept well all week but I was feeling so out of it today for some reason,fatigue,"['ive slept well all week but i was feeling so out of it today', 'i was feeling so out of it today for some reason', 'i was feeling so out of it today', 'slept well', 'ive slept well all week']","{'mood change': 0.4826464056968689, 'lack of sleep': 0.30265575647354126, 'fatigue': 0.24614834785461426, 'dilated pupils': 0.2140735387802124, 'lack of concentration': 0.10816822946071625}"
233,lily woke up three times last night,lack of sleep,"['lily woke up three times last night', 'lily']","{'dilated pupils': 0.28277361392974854, 'lack of sleep': 0.27980080246925354, 'hiccups': 0.26126906275749207, 'mood change': 0.18702106177806854}"
352,"lisas teacher called me to say she was having a nose bleed earlier today. I picked her up from school and she seemed really on edge and flustered. I think the other kids started to make fun of her and it
made her sad","bleeding, mood change","['a nose bleed', 'nose bleed', 'she seemed really on edge and flustered.', 'nose']","{'bleeding': 0.9228260517120361, 'mood change': 0.35048091411590576, 'dilated pupils': 0.1916865110397339, 'racing heart': 0.14376552402973175, 'lack of concentration': 0.13925908505916595, 'anxiety': 0.13841526210308075, 'poor coordination': 0.10262326151132584}"
302,Tom's throat is pretty bad even though he tells me its fine. I can hear it in his voice,sore throat,"['in his voice', ""tom's throat is pretty bad"", ""tom's throat""]","{'sore throat': 0.7225379943847656, 'mood change': 0.26635685563087463}"
78,"I experienced terrible diarrhea today and it was miserable. I don't know what I ate to cause it, I'm so annoyed right now",diarrhea,"['terrible diarrhea', 'miserable.', 'terrible diarrhea today and it was miserable.', 'it was miserable.', 'terrible diarrhea today']","{'diarrhea': 0.738499641418457, 'mood change': 0.344525009393692, 'fatigue': 0.22992196679115295, 'body pain': 0.13737502694129944}"
201,lily curled up into a ball on the sofa this afternoon and said that her chest felt tight when I asked what was wrong,body pain,"['lily curled up into a ball', 'her chest felt tight', 'her chest felt tight when i asked what was wrong']","{'body pain': 0.4639853239059448, 'mood change': 0.21629413962364197, 'dilated pupils': 0.14451438188552856, 'lack of concentration': 0.1342279314994812, 'racing heart': 0.1323511153459549}"
316,"Lately my palpitations are very severe. Between 9 and 10 PM they start and they never stop until I fall asleep.
The weird part is that I run 5 miles almost every morning and with no problem at all",racing heart,"['my palpitations are very severe.', 'between 9 and 10 pm they start and they never stop until i fall asleep.', 'palpitations are very severe.', 'they never stop until i fall asleep.', 'no problem']","{'racing heart': 0.8379929661750793, 'lack of sleep': 0.2923065423965454, 'fatigue': 0.24132247269153595, 'lack of concentration': 0.16918623447418213, 'mood change': 0.16408568620681763, 'dilated pupils': 0.12202584743499756}"
181,katie was really stressed in the afternoon so we took her for a walk and she seems better,anxiety,"['stressed', 'stressed in the afternoon so we took her for a walk and she seems better', 'stressed in the afternoon so we took her for a walk', 'she seems better', 'katie was really stressed in the afternoon so we took her for a walk', 'katie was really stressed']","{'mood change': 0.5245329141616821, 'fatigue': 0.3808659017086029, 'lack of concentration': 0.15517978370189667, 'anxiety': 0.14847712218761444}"
340,there was blood in amys poo earlier today,bleeding,"['blood', 'there was blood in amys poo', 'amys poo']","{'bleeding': 0.850638210773468, 'mood change': 0.145140141248703, 'diarrhea': 0.11691445112228394, 'hiccups': 0.11150871217250824}"
1,I accidentally forgot to eat lunch today and I think my blood sugar became really low. I ended up feeling kind of nauseas and dizzy for a while until I could get more food in me,dizziness,"['nauseas and dizzy', 'nauseas and dizzy for a while until i could get more food', 'dizzy']","{'dizziness': 0.4760836660861969, 'hiccups': 0.20009544491767883, 'poor coordination': 0.17484834790229797, 'body pain': 0.1696314811706543, 'vomiting': 0.11330513656139374}"
155,I am having the worst cramps ever in my lower back and I don’t know what could cause it,body pain,"['the worst cramps', 'the worst cramps ever in my lower back']",{'body pain': 0.910241425037384}
179,kiara has an exam tomorrow and im praying the stress doesn’t trigger a seizure. Shes been stressed all morning and I cant wait for this to be over,anxiety,"['shes been stressed all morning', 'stressed', 'shes been stressed', 'kiara has an exam tomorrow', 'kiara has an exam']","{'fatigue': 0.3808659017086029, 'mood change': 0.35681653022766113, 'dilated pupils': 0.20807406306266785, 'anxiety': 0.12424667924642563, 'hiccups': 0.12163842469453812}"
186,the medicine I gave katie this morning actually seemed to make her more stressed and anxious which was weird,anxiety,"['katie this morning actually seemed to make her more stressed and anxious', 'stressed and anxious', 'the medicine']","{'anxiety': 0.5793437361717224, 'mood change': 0.2128441035747528, 'sore throat': 0.11063367873430252}"
57,I think alcohol triggers erics migraines. He had hardly one glass of wine two nights ago and today he had such a bad migraine,headache,"['alcohol triggers erics migraines.', 'erics migraines.', 'he had such a bad migraine', 'he had hardly one glass of wine two nights ago', 'today he had such a bad migraine']","{'headache': 0.8677635788917542, 'appetite change': 0.30711129307746887, 'body pain': 0.19517122209072113, 'mood change': 0.15179498493671417, 'lack of concentration': 0.10712675005197525}"
101,"He passes stools every 5 days and he suffers a lot, crying, and shouting.
I am giving him food full of fibers plus vegetables and fruits plus laxative medication, and he is still constipated",,"['he passes stools every 5 days', 'he suffers a lot, crying, and shouting.', 'he passes stools', 'crying, and shouting.', 'he is still constipated', 'he suffers a lot, crying,']","{'congestion': 0.4492417275905609, 'diarrhea': 0.407272070646286, 'mood change': 0.38946667313575745, 'body pain': 0.31340622901916504, 'racing heart': 0.18495766818523407, 'hiccups': 0.16542723774909973, 'lack of concentration': 0.16424843668937683}"
310,Eric has a seizure last night. We gave him some medicine as soon as it started. The seizure was controlled but his heart rate remained high for the rest of the night,racing heart,"['eric has a seizure', 'his heart rate', 'his heart rate remained high', 'his heart rate remained high for the rest of the night', 'eric has a seizure last night.', 'seizure']","{'racing heart': 0.8850314617156982, 'dilated pupils': 0.24186892807483673, 'lack of sleep': 0.21598045527935028, 'poor coordination': 0.18200618028640747, 'hiccups': 0.1500500589609146, 'mood change': 0.14954370260238647, 'fever': 0.11395452916622162, 'lack of concentration': 0.11099337041378021}"
74,"During my migained attack today I felt so lost and so incapable of doing anything - no way I can drive, read, eat, work, or  function like a normal human being. I start to feel isolated and in a dark place when this happens",headache,"['migained attack today i felt so lost and so incapable of doing anything', 'lost', 'i felt so lost and so incapable of doing anything', 'incapable of doing anything', 'isolated and in a dark place', 'lost and so incapable of doing anything']","{'lack of concentration': 0.30091390013694763, 'poor coordination': 0.28114038705825806, 'mood change': 0.19119518995285034, 'hiccups': 0.15609516203403473, 'headache': 0.11803214251995087, 'body pain': 0.10392308980226517, 'dilated pupils': 0.10379564762115479}"
71,The intensity of my migraine has fluctuated over the day. In the morning it was terrible but now its better,headache,"['it was terrible', 'the intensity of my migraine', 'the intensity of my migraine has fluctuated', 'the intensity of my migraine has fluctuated over the day.', 'now its better', 'migraine']","{'headache': 0.7826624512672424, 'body pain': 0.3991742432117462, 'mood change': 0.262508749961853, 'hiccups': 0.12446260452270508, 'poor coordination': 0.11197319626808167}"
212,lilys chest issues are getting worse. This afternoon she experienced tightness and pain for one hour. I feel so bad for her,body pain,"['she experienced tightness and pain for one hour.', 'lilys chest issues are getting worse.', 'tightness and pain', 'lilys chest issues']","{'body pain': 0.657650887966156, 'cough': 0.1037069633603096}"
343,lily cut her leg while we were at the beach today. There was some blood but we managed to clean it pretty fast. I just hope it isnt infected,bleeding,"['there was some blood', 'lily cut her leg while we were at the beach today.', 'we managed to clean it pretty fast.', 'lily cut her leg', 'there was some blood but we managed to clean it pretty fast.', 'blood', 'it isnt infected']","{'bleeding': 0.9015646576881409, 'hiccups': 0.1936044692993164, 'mood change': 0.1162862777709961}"
392,tom had a doctors appointment today in which they dilated his eye pupils. His vision became blurry for a bit and he got a headache after,"dilated pupils, headache","['headache', 'tom had a doctors appointment today in which they dilated his eye pupils.', 'his vision became blurry', 'tom had a doctors appointment', 'his vision became blurry for a bit and he got a headache', 'he got a headache']","{'dilated pupils': 0.858919620513916, 'headache': 0.7436584234237671, 'body pain': 0.3494473993778229, 'mood change': 0.22151485085487366, 'hiccups': 0.14750808477401733, 'poor coordination': 0.11580618470907211, 'fatigue': 0.11193621158599854, 'dizziness': 0.1069810763001442}"
347,tom got three stitches on his lip today because some guy on the other team tackled him in football and was way too aggressive. There was blood on his face and we needed to stop the blood asap,bleeding,"['some guy on the other team tackled him in football', 'tom got three stitches on his lip', 'tom got three stitches on his lip today', 'there was blood on his face']","{'bleeding': 0.9002249836921692, 'body pain': 0.18492445349693298, 'hiccups': 0.12116777896881104}"
311,"I recently started having palpitations, and the skipped heart beat type would happen about 2 or 3 times a week",racing heart,"['started having palpitations,', 'palpitations,']","{'racing heart': 0.7990884780883789, 'body pain': 0.13750150799751282}"
177,kiara has been stressed and anxious all morning. Im not even sure what the reason is- nothings happened recently,anxiety,"['kiara has been stressed and anxious all morning.', 'kiara has been stressed and anxious', 'stressed and anxious']","{'anxiety': 0.5793437361717224, 'mood change': 0.3011710047721863, 'racing heart': 0.11166196316480637}"
277,lily has a terrible cough and sore throat,"sore throat, cough","['lily', 'lily has a terrible cough and sore throat', 'terrible cough and sore throat']","{'sore throat': 0.3735271096229553, 'dilated pupils': 0.28277361392974854, 'cough': 0.2528846561908722, 'body pain': 0.2518776059150696, 'mood change': 0.18702106177806854, 'congestion': 0.15924528241157532}"
70,"I had another migraine which started when I was cleaning my room. To me, the worst aspect of migraine is their unpredictability – one moment I can be cycling through a field, the next, I can’t see.",headache,"['i had another migraine which started when i was cleaning my room.', 'cleaning my room.', 'i can’t see.', 'unpredictability', 'one moment i can be cycling through a field,', 'the worst aspect of migraine is their unpredictability']","{'headache': 0.8204139471054077, 'body pain': 0.2758070230484009, 'hiccups': 0.2435927391052246, 'poor coordination': 0.2157248705625534, 'dilated pupils': 0.17273907363414764, 'mood change': 0.1561821699142456, 'lack of concentration': 0.1371629685163498}"
199,lily had chest tightness earlier this morning which came in short 2 minute spells for about one hour,,"['chest tightness', 'lily', 'lily had chest tightness']","{'body pain': 0.6671463251113892, 'dilated pupils': 0.28277361392974854, 'mood change': 0.18702106177806854, 'congestion': 0.10865700244903564}"
294,"lauras fever just hit 102, im getting worried",fever,"['lauras fever', 'fever', 'lauras fever just hit 102,']","{'fever': 0.601772665977478, 'racing heart': 0.24538499116897583}"
263,toms throat seems so sore he's been whining about it since lunch,sore throat,"['toms throat seems so sore', 'toms throat']","{'sore throat': 0.5744691491127014, 'body pain': 0.30920687317848206}"
102,"nowadays I get bowel elimination twice per week. I feel pain on my abdomen
as burning pain",body pain,"['burning pain', 'pain', 'nowadays i get bowel elimination twice per week.', 'pain on my abdomen as burning pain', 'i feel pain on my abdomen as burning pain', 'bowel elimination twice per week.']","{'body pain': 0.9772636890411377, 'racing heart': 0.30452272295951843, 'headache': 0.24186654388904572, 'diarrhea': 0.18984732031822205, 'vomiting': 0.18068477511405945}"
119,"I have severe pain in my head, neck and face, and green and grey mucus that I'm coughing up from my lungs from sinus infection","headache, body pain, cough, congestion","['i have severe pain', 'coughing up from my lungs from sinus infection', 'green and grey mucus', 'severe pain', ""i'm coughing up from my lungs from sinus infection"", 'severe pain in my head,', 'up from my lungs from sinus infection']","{'headache': 0.8957241177558899, 'body pain': 0.663005530834198, 'cough': 0.5904672145843506, 'congestion': 0.5455559492111206, 'sore throat': 0.11051492393016815}"
457,"Tonight has been surprisingly chill. Lots of relaxation and low stress in the house overall. It probably helps that I was able to spend the morning decompressing and catching up on my shows while the kids were being taken care of by their aunt and uncle. Oh right but I'm supposed to be talking about symptoms. I don't remember there being anything once the kids were back in the house. Oh but wait there was this one super light headache they complained about once they got home but other than that, no other symptoms.",headache,"['no other symptoms.', 'chill.', 'tonight has been surprisingly chill.', 'surprisingly chill.', 'there being anything once the kids were back in the house.', 'super light headache they complained about once they got home', 'relaxation and low stress']","{'mood change': 0.7981563210487366, 'headache': 0.6956247687339783, 'dilated pupils': 0.20361796021461487, 'lack of concentration': 0.19503241777420044, 'hiccups': 0.16294702887535095, 'body pain': 0.15393972396850586, 'poor coordination': 0.10160153359174728}"
438,"This video diary is a great idea and of so much help keeping track of and progress of symptoms in ways I was never able to do on my own with my manual handwritten diary. It is much easier and efficient to record symptoms this way. I love that I am able to check the frequency of symptoms for example how many times my child has had fever this month and its severity. As for today, the great news is there were no symptoms.",fever,"['there were no symptoms.', 'fever', 'how many times']","{'fever': 0.4019060730934143, 'racing heart': 0.24538499116897583, 'lack of concentration': 0.1338939070701599}"
358,"I never believed that hiccups can last this long. My husband had it on his way from work and it kept the both of us awake and
worried till morning. It was an awful experience. I am happy he is fine now after I called my sister (nurse) who advised on gargling, it worked like magic",hiccups,"['never believed that hiccups can last this long.', 'it kept the both of us awake and worried till morning.', 'my husband had it on his way from work', 'it was an awful experience.', 'he is fine']","{'hiccups': 0.734517514705658, 'lack of sleep': 0.47904834151268005, 'mood change': 0.22126799821853638, 'anxiety': 0.1554909348487854, 'cough': 0.10732774436473846, 'poor coordination': 0.10014625638723373, 'dilated pupils': 0.10010020434856415}"
276,my throat really hurts right now it feels like theres a golf ball in there,sore throat,"['my throat really hurts right now it feels like theres a golf ball', 'my throat', 'a golf ball', 'my throat really hurts']","{'sore throat': 0.6879053711891174, 'body pain': 0.18715634942054749, 'lack of concentration': 0.1652871072292328, 'dilated pupils': 0.10453906655311584}"
226,"I was very fatigued, I lacked energy and was just blah",fatigue,"['fatigued, i lacked energy', 'very fatigued,', 'lacked energy', 'very fatigued, i lacked energy', 'i lacked energy', 'energy']","{'fatigue': 0.5693411231040955, 'racing heart': 0.420769065618515, 'lack of sleep': 0.2027708888053894, 'hiccups': 0.16665489971637726, 'body pain': 0.12878021597862244, 'appetite change': 0.11248373240232468, 'mood change': 0.10231344401836395}"
331,im so glad that erics rash has finally gone. He was getting so irritable and cranky during it but now hes better. Today he's just been a bit sad for some reason,mood change,"['erics rash', 'erics rash has finally gone.', 'now hes better.', 'hes better.', 'he was getting so irritable and cranky', ""he's just been a bit sad for some reason""]","{'mood change': 0.8006124496459961, 'skin rash': 0.5027858018875122, 'fever': 0.17054440081119537, 'hiccups': 0.12491060048341751}"
30,"In my case, I have been with a fever for about two days. Also, I have experienced headaches, coughing and muscular pain in my legs. I started taking Advil for both the fever and headaches 24 hours after the fever started and it has worked very well.","headache, fever, body pain","['fever', 'muscular pain in my legs.', 'legs.', 'headaches, coughing and muscular pain in my legs.', 'i have experienced headaches, coughing and muscular pain in my legs.', 'it has worked very well.', 'fever and headaches', 'headaches,', 'i have been with a fever for about two days.']","{'body pain': 0.9507704377174377, 'fever': 0.6134200692176819, 'racing heart': 0.24538499116897583, 'hiccups': 0.20906193554401398, 'headache': 0.20405913889408112, 'dilated pupils': 0.1838059276342392, 'mood change': 0.14217795431613922, 'poor coordination': 0.14126119017601013, 'cough': 0.12620368599891663, 'fatigue': 0.1020418033003807}"
103,She couldn’t poop at all this morning and her stomach seems to be in pain I gave her tea and vegetables but it didn’t help ,body pain,"['her stomach seems to be in pain', 'her stomach', 'she couldn’t poop at all this morning', 'it didn’t help', 'her stomach seems to be in pain i gave her tea and vegetables']","{'body pain': 0.8684055805206299, 'hiccups': 0.28596681356430054, 'poor coordination': 0.17977188527584076, 'appetite change': 0.10526536405086517}"
